CompYearlyUSD,Country,EdLevelSimplified,YearsCodeNum,Employment,DevTypePrimary,RemoteCategory,SalaryLog10
167390.0,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",Remote,5.223729509364877
110794.0,Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,Employed,Engineering manager,Hybrid-Flexible,5.0445162420038985
34804.0,Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.541629159983864
69609.0,Germany,Some college,20.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.842665394749131
5231.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Employed,"Developer, full-stack",In-person,3.718584720027436
63808.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, embedded applications or devices",Hybrid-InPerson,4.8048751322955425
87011.0,Slovakia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,4.939574159944101
35965.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Employed,"Developer, full-stack",In-person,4.555880064636805
115720.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,Cybersecurity or InfoSec professional,Hybrid-Choice,5.063408424975945
75410.0,Slovenia,Some college,16.0,Employed,"Architect, software or solutions",Remote,4.87742894078822
138358.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33.0,Employed,Cloud infrastructure engineer,Hybrid-InPerson,5.141004275550754
1055.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, full-stack",Remote,3.0232524596337114
54527.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,"Developer, mobile",Hybrid-Flexible,4.736611604063376
58007.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,"Developer, mobile",Hybrid-Choice,4.7634804052514905
46406.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,Engineering manager,Hybrid-InPerson,4.666574135693451
95515.0,Poland,Less than secondary,35.0,Employed,Cloud infrastructure engineer,Hybrid-Choice,4.980071580020172
51046.0,Croatia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,Employed,"Architect, software or solutions",In-person,4.707961716139108
79315.0,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.899355328568405
78667.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.895792588477401
54457.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, full-stack",Remote,4.736053712668056
54527.0,France,Some college,35.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.736611604063376
1380.0,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, back-end",Remote,3.1398790864012365
10031.0,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, mobile",Hybrid-Choice,4.001344230411601
105573.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Employed,"Developer, full-stack",Remote,5.023552862797006
102106.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.009051263049979
46406.0,Italy,Less than secondary,30.0,Employed,"Developer, back-end",Hybrid-InPerson,4.666574135693451
122527.0,United Kingdom of Great Britain and Northern Ireland,Some college,7.0,Employed,"Developer, back-end",Hybrid-Flexible,5.088231800202213
78726.0,Hong Kong (S.A.R.),"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Employed,"Developer, back-end",In-person,4.896118185875411
89751.0,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.9530392961591305
81210.0,Spain,Some college,12.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",Remote,4.909609510490169
116015.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,Employed,"Developer, back-end",Hybrid-InPerson,5.064514144365488
31635.0,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, back-end",Remote,4.500167838795168
271474.0,Côte d'Ivoire,Some college,20.0,"Independent contractor, freelancer, or self-employed","Founder, technology or otherwise",Remote,5.433728242038189
80219.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, back-end",Remote,4.904277243818791
116015.0,Estonia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.064514144365488
185000.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,"Independent contractor, freelancer, or self-employed","Developer, mobile",,5.267171728403014
116640.0,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Employed,"Architect, software or solutions",In-person,5.0668475109739
46406.0,Germany,Some college,6.0,Employed,"Developer, full-stack",In-person,4.666574135693451
15000.0,Zimbabwe,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Employed,"Developer, AI apps or physical AI",In-person,4.176091259055681
59307.0,Bulgaria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",Remote,4.773105956129139
59167.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,"Independent contractor, freelancer, or self-employed",DevOps engineer or professional,,4.772079549394034
8554.0,Denmark,Less than secondary,38.0,Employed,"Developer, back-end",Hybrid-InPerson,3.932169245920792
182026.0,Australia,Less than secondary,30.0,Employed,"Senior executive (C-suite, VP, etc.)",Remote,5.260133425622763
60328.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, full-stack",In-person,4.780518927780164
84691.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Employed,"Architect, software or solutions",Hybrid-Flexible,4.9278372608854495
60038.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, front-end",Remote,4.778426216492103
10121.0,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,"Independent contractor, freelancer, or self-employed",Support engineer or analyst,Remote,4.005223424858136
58007.0,Italy,Some college,30.0,Employed,"Architect, software or solutions",Hybrid-InPerson,4.7634804052514905
63808.0,Serbia,Some college,17.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.8048751322955425
42478.0,United Arab Emirates,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,Data engineer,Hybrid-InPerson,4.628164060582559
93886.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,Employed,"Developer, full-stack",Remote,4.972600836397644
163690.0,Israel,Some college,9.0,Employed,Engineering manager,Hybrid-Flexible,5.214022148700433
70177.0,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Employed,"Developer, back-end",Remote,4.846194798600194
148241.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26.0,Employed,"Architect, software or solutions",Hybrid-Choice,5.170968335972316
106733.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Developer, back-end",Remote,5.028298716538946
45934.0,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,"Independent contractor, freelancer, or self-employed","Developer, mobile",,4.662134266064286
65009.0,Australia,Less than secondary,6.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,4.81297348556229
63986.0,United Kingdom of Great Britain and Northern Ireland,Less than secondary,5.0,Employed,Data engineer,Hybrid-Flexible,4.80608496167362
77730.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,"Independent contractor, freelancer, or self-employed","Developer, mobile",Remote,4.8905886677054875
110000.0,United States of America,Some college,12.0,Employed,"Developer, back-end",In-person,5.041392685158225
92475.0,Germany,Some college,25.0,Employed,Academic researcher,Hybrid-Flexible,4.966024339987432
81210.0,Estonia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, back-end",Remote,4.909609510490169
7778.0,Poland,Some college,10.0,Employed,Database administrator or engineer,Hybrid-Choice,3.890867938811441
58120.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Employed,"Developer, back-end",Remote,4.7643256056259835
73553.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,"Developer, front-end",Hybrid-Choice,4.866600390957159
92812.0,Germany,Some college,18.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,4.967604131357432
75410.0,Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,Employed,Academic researcher,Hybrid-Flexible,4.87742894078822
58007.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",34.0,Employed,"Senior executive (C-suite, VP, etc.)",Remote,4.7634804052514905
1392.0,Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, game or graphics",Remote,3.1436392352745433
66038.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, back-end",Hybrid-InPerson,4.81979391192394
170000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,"Developer, back-end",Remote,5.230448921378274
31031.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, full-stack",Remote,4.491795771313591
5931.0,Bulgaria,Some college,10.0,Employed,"Developer, full-stack",Remote,3.773127924033335
71929.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, mobile",Hybrid-Flexible,4.85690402252099
39445.0,Slovenia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,Employed,Financial analyst or engineer,In-person,4.595991960396383
12000.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",Hybrid-Choice,4.079181246047625
119124.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Employed,"Developer, full-stack",Remote,5.07599926792714
52207.0,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.717728737821343
111374.0,France,Some college,10.0,Employed,Data or business analyst,Hybrid-Flexible,5.046783817638138
2092.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",In-person,3.3205616801952367
51046.0,Germany,Some college,26.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.707961716139108
24000.0,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Employed,"Developer, desktop or enterprise applications",Remote,4.380211241711606
60328.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Architect, software or solutions",Hybrid-Choice,4.780518927780164
500000.0,United States of America,Some college,37.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",Remote,5.698970004336019
92812.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,Engineering manager,Remote,4.967604131357432
3957.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,Employed,"Developer, back-end",Remote,3.597366050266028
66841.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,Employed,"Developer, desktop or enterprise applications",Hybrid-InPerson,4.825042938696416
87011.0,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,"Independent contractor, freelancer, or self-employed","Developer, desktop or enterprise applications",,4.939574159944101
75410.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Employed,"Developer, back-end",Hybrid-InPerson,4.87742894078822
348044.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.5416341512720635
95132.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Architect, software or solutions",Hybrid-Flexible,4.978326627198064
65496.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,"Developer, front-end",Hybrid-Choice,4.816214777381503
29004.0,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Employed,"Developer, desktop or enterprise applications",Hybrid-InPerson,4.462457896455275
3000.0,Georgia,Some college,14.0,Employed,"Founder, technology or otherwise",Hybrid-InPerson,3.4771212547196626
55122.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Developer, desktop or enterprise applications",Remote,4.741324966758896
47508.0,Czech Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Employed,"Developer, embedded applications or devices",Hybrid-Flexible,4.67676674779983
5000.0,Colombia,Some college,15.0,Employed,"Developer, full-stack",Remote,3.6989700043360187
25573.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, back-end",Hybrid-Choice,4.407781678633348
75410.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32.0,Employed,"Developer, back-end",Hybrid-InPerson,4.87742894078822
61264.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.787205349003612
71929.0,Italy,Some college,32.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",Hybrid-InPerson,4.85690402252099
25000.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,4.3979400086720375
39057.0,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Employed,"Developer, front-end",Remote,4.591698881719829
99601.0,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Employed,"Developer, back-end",Hybrid-Flexible,4.998263698788174
4681.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33.0,Employed,"Developer, full-stack",Hybrid-InPerson,3.670338641127442
136392.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Employed,"Developer, full-stack",In-person,5.134788897756336
31324.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, QA or test",In-person,4.495877215295425
37591.0,Hungary,Some college,12.0,Employed,"Developer, front-end",Hybrid-Flexible,4.575083879018023
87011.0,Germany,Some college,30.0,Employed,"Architect, software or solutions",Hybrid-InPerson,4.939574159944101
46638.0,Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Employed,Cloud infrastructure engineer,Hybrid-InPerson,4.6687399180891305
169381.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Employed,"Developer, back-end",Hybrid-Flexible,5.228864692547566
62678.0,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, full-stack",In-person,4.797115130061683
106733.0,Germany,Some college,30.0,Employed,"Architect, software or solutions",Hybrid-Flexible,5.028298716538946
63344.0,Austria,Some college,10.0,Employed,DevOps engineer or professional,Hybrid-InPerson,4.80170548440813
74249.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, full-stack",Remote,4.870690608865931
42925.0,Italy,Some college,15.0,Employed,"Developer, full-stack",Remote,4.632710303832954
81685.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Employed,"Architect, software or solutions",Hybrid-Flexible,4.912142313382838
48726.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,"Developer, full-stack",In-person,4.687760760873813
99194.0,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,Project manager,Hybrid-InPerson,4.996485403548352
73516.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, embedded applications or devices",Hybrid-Choice,4.866381869090968
5221.0,Estonia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Architect, software or solutions",Hybrid-Flexible,3.7177536932107156
127616.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,Employed,"Architect, software or solutions",Remote,5.105905127959524
41765.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",In-person,4.620812485741877
108913.0,United Kingdom of Great Britain and Northern Ireland,Some college,36.0,Employed,AI/ML engineer,Hybrid-Flexible,5.037079720814586
36255.0,Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,Employed,Academic researcher,In-person,4.559367909463331
81685.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.912142313382838
